url,city,country
https://steelborg.ru/,Москва,Россия
https://ekb.steelborg.ru/,Екатеринбург,Россия
https://kazan.steelborg.ru/,Казань,Россия
https://krasnodar.steelborg.ru/,Краснодар,Россия
https://nn.steelborg.ru/,Нижний Новгород,Россия
https://novosibirsk.steelborg.ru/,Новосибирск,Россия
https://perm.steelborg.ru/,Пермь,Россия
https://rostov.steelborg.ru/,Ростов-на-Дону,Россия
https://samara.steelborg.ru/,Самара,Россия
https://spb.steelborg.ru/,Санкт-Петербург,Россия
https://tyumen.steelborg.ru/,Тюмень,Россия
https://ufa.steelborg.ru/,Уфа,Россия
https://chelyabinsk.steelborg.ru/,Челябинск,Россия
https://steelborg.kz/,Астана,Казахстан
https://almaty.steelborg.kz/,Алматы,Казахстан
https://karaganda.steelborg.kz/,Караганда,Казахстан
https://shymkent.steelborg.kz/,Шымкент,Казахстан
https://atyrau.steelborg.kz/,Атырау,Казахстан
https://aktobe.steelborg.kz/,Актобе,Казахстан
https://kostanay.steelborg.kz/,Костанай,Казахстан
https://petropavlovsk.steelborg.kz/,Петропавловск,Казахстан
https://aktau.steelborg.kz/,Актау,Казахстан
https://uralsk.steelborg.kz/,Уральск,Казахстан
https://pavlodar.steelborg.kz/,Павлодар,Казахстан
https://ust-kamenogorsk.steelborg.kz/,Усть-Каменогорск,Казахстан
https://taraz.steelborg.kz/,Тараз,Казахстан
https://kyzylorda.steelborg.kz/,Кызылорда,Казахстан
https://steelborg.by/,Минск,Беларусь
https://steelborg.uz/,Ташкент,Узбекистан
https://steelborg.kg/,Бишкек,Кыргызстан
https://steelborg.az/,Баку,Азербайджан
